reviewId,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,Vehicle_Title_Partial
462, on 01/16/18 18:52 PM (PST),Doug ,2017 Dodge Challenger Coupe R/T 2dr Coupe (5.7L 8cyl 6M),It's a '68/'69 Camaro on steroids," I've wanted a '68 Z-28 since then. When the '08 Challenger body style appeared, I noticed. When the '12 body updates occurred, I had to get one. The wait was absolutely worth it. Simply gorgeous/brutal looks, active exhaust sounds killer, acceleration (375 hp) is something else. Huge moon roof. Six-speed stick feels great in the hand, and works fine. Gas mileage: forget it. Handling: forget it. Rear visibility: forget it. But a trunk (with fold-down rear seats) for the ages, even with the OPTIONAL ($300) spare tire.  Dwarfs WRXs, BMWs; same size as a Cadillac CTS. At 4400 lbs, it ain't lithe. If you want handling, buy an angular Camaro or a humdrum Mustang. If you want the ultimate evolution of the classic '60's muscle car, with a sound and straightline pull that will get your attention, buy a Challenger.",4.0,Dodge,Challenger,2015,gasoline,375.0,8,MANUAL,RWD,2,Large,Coupe,23,15,1851,31995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (8cyl)
463, on 11/26/10 00:00 AM (PST),Eric ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),Where did you get your EPA stats?," The EPA sticker for the 2010 SE is 25 mpg for highway.  Where did your 20 mpg come from?  Is it an average of all driving?  My SE routinely gives me 22 mpg overall and 26 mpg on the highway.  It is a great car.  Far more roomy than the Mustang, more comfortable than the Camaro.  Price is much better than the well-overpriced Camaro and exterior styling is easily my favorite of all the pony cars.  The quality is much better than I expected.",4.875,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
464, on 11/19/10 00:00 AM (PST),Dave ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),2010 Challenger SE," Driving this beast is fun. I bought her and drove her for the first time on a major highway. She ran great, very comfortable and handles like a charm. To own her is to love her! It was a great pleasure to sit behind the wheel and relax while driving around. Simply a great vehicle. I come from the 70's era and Dodge did a great job with the retro look. Two thumbs up! Lot's of stares, thumbs up and waves from on lookers. ",5.0,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
465, on 11/18/10 00:00 AM (PST),Dave ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),Dodge Challenger 2010 SE," I bought a 2010 Dodge Challenger SE. It comes with a 3.5 DOHC engine. I had purchase it and had to drive 60 miles to home. The trip was fabulous! It handled great, Air worked good, Radio sounds great, ABS stops the car on a dime. I must admit that I was not pushing the car. I have to do the break-in period and see what she is like. Many people complained about views. I can see all the areas I need to and if you change the right side mirror, move it so it is wide. No issues with performance and love the shifter. The dealer filled the tank with gas and when I arrived home, the gas is still full! She take command of the road and people were waving to me all the time. No complaints! Love her!  ",5.0,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
466, on 09/27/10 00:00 AM (PDT),Grant ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),Luxary over the power," I knew I wanted the Challenger and that was it.  The lot my sister deals with called and said they had just gotten a deep water blue, SE, the the preferred customer package.  Looking at the R/Ts and the STR8s, and then seeing the difference in price, I TOOK THE SE!  I  was in denial about the lackluster performance, however, from previously owning a 4 cylinder Camry, I soon realized I was being greedy. I just have to not bark too much when I pull next to a Camaro at a red light.  I, like many others, traded performance for beauty.  In the vanity department, you can't come CLOSE to this car, SE, R/T or SRT8, and thats something camaro and mustang owners will just have to accept.",4.5,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
467, on 09/19/10 00:00 AM (PDT),Kris ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),My 2010 Challenger 3.5V6 with add ons," I only have 2600 miles on my Challenger so far.Even though it's only a 3.5 liter V6 admittedly, I love driving it!It's a classy looking reproduction of the Challenger from the 1970's,only better!I owned a 1970 Barracuda with a 318 V8 in,1982-1983.It had the body style of the ""Cuda"" and although, I loved driving it, my new Challenger is twice the car my 1970 Barracuda (Cuda) was overall!",4.75,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
468, on 05/10/10 08:21 AM (PDT),Kristin ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),Love Love Love this car!," I love my 2010 Challenger. I cannot say enough good things about it. The style on the outside, the style on the inside (take a look at a '70's interior...)this car gets plenty of compliments and stares. If a 1970 was a practical everyday car...i might have gotten one of those...but a 2010 works just fine! When it was time for me to buy a car...i refused to get anything other than this. I saved for months and months and finally got my ""dream car"" I never want to own anything other than a Challenger. I am IN LOVE with this car. Oh...and I'm a 23 yeard old lady ;)",5.0,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
469, on 12/15/09 08:28 AM (PST),Mike ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),"FUN, FUN, FUN"," I actually had this car as a rental for a week while I was out of state. I must have had ten people during that week stopping to ask about the car. It's fun, comfortable and looks great!!! Good performance from the base V-6. It was quiet and really held the road good (even at triple digits).Now I want one...",4.875,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
470, on 12/02/09 13:58 PM (PST),Chuck ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),2010 Challenger SE V6  5 speed ," I love this car. I would like to afford the big hemi model, but the base model has everything I need.  A comparable Camaro V6 would cost $25,875 (1LT, plus auto, plus spare tire). The base Chally cost $23,460.  I wish Edmunds would review a new SE V6 with the new 5 speed instead of quoting old 4 speed times.",5.0,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
471, on 11/30/09 13:28 PM (PST),Shawn ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),You can't go wrong!," Purchased my Challenger this weekend.  Test drove 10 cars the past 2 months and once I sat in this car I knew it was right for me.  Stylish, roomy, V6 gets good mileage but has plenty of pick up for me.  Great car!  Draws a small crowd whever I park.  Dodge picked a winner with this one.  Get yours now.  And best of all is price!!!",4.875,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
472, on 11/14/09 09:01 AM (PST),Danny ,2010 Dodge Challenger Coupe SE 2dr Coupe (3.5L 6cyl 5A),On the Cover," On the outside, the Challenger looks like it has nailed the retro styling. however, there is no manual tranny offered. If standard transmission is important, look to the Mustang over he Camaro.",4.125,Dodge,Challenger,2015,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2015 Dodge Challenger 2dr Coupe RWD (6cyl)
473, on 05/02/18 20:27 PM (PDT),Linda ,2016 Dodge Challenger Coupe R/T 2dr Coupe (5.7L 8cyl 6M),Love my Hot Rod, Fun car to drive!! All pros no cons!!!!,5.0,Dodge,Challenger,2016,gasoline,375.0,8,MANUAL,RWD,2,Large,Coupe,23,15,1851,31995,False,False,False,False,False,True,False,False,False,2016 Dodge Challenger 2dr Coupe RWD (8cyl)
474, on 12/23/17 08:51 AM (PST),Gary ,2016 Dodge Challenger Coupe SXT 2dr Coupe (3.6L 6cyl 8A),About my 2016 Challenger SXT," Muscle car buffs listen in here.  I am retired and lived through the most awesome 60s 'muscle car' era...and have never had a muscle car.  Once deciding it was time to get one (before I die!) I spent a great deal of time doing research on them.  After going for a test drive in Challenger, the decision was easy.  WAY cooler than Mustang, Charger, or Camaro.   I was really impressed by its giddyup from only a 3.6l 305hp mopar engine.  ""Out of hole"" from a dead stop is not as kickass fast as I'd like, but at a '40mph+ roll', she takes off like a rocket!   VERY impressed.   So I decided to lease a jazz blue SXT, and had the dealer add a rear spoiler with posts, and it looks RETRO AS HELL!!  I really like it!!  Only negative is now that I'm older since the car rides very low to the ground, it takes a pretty good effort for me to get out of the car.  Getting about 19-22mpg's and quite frankly, handles real well on snow and ice for a rear wheel drive.  Hey is Dodge gonna pay me for the FREE ADVERTISING HERE???  lol.",5.0,Dodge,Challenger,2016,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2016 Dodge Challenger 2dr Coupe RWD (6cyl)
475, on 01/28/17 05:54 AM (PST),MJ ,2016 Dodge Challenger Coupe SXT 2dr Coupe (3.6L 6cyl 8A),A nice weekend car," I traded in my Volkswagen Passat Sport for this car, overall I've been impressed...stiff suspension & fast acceleration. I have already changed the intake on it give it a few more horses, pretty good at 300 hp more than ample horse power that I need. I test drove the other models (RT & SRT) all those other cars would do is get me more in trouble.  The front seats are tad uncomfortable the instrumentation is very nice. I have the launch mode and the sport package and it's a very fast car overall not very very comfortable on a long ride but it's a weekend car.",5.0,Dodge,Challenger,2016,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2016 Dodge Challenger 2dr Coupe RWD (6cyl)
476, on 01/01/17 12:19 PM (PST),Donald ,2016 Dodge Challenger Coupe SXT 2dr Coupe (3.6L 6cyl 8A),Awesome ride!!," I had been looking for over 2 years, having test driven many different cars, reading gazillions of owner reviews, and watching countless youtube review videos.  My ride was a 2011 Camry which was all about utility:  relatively comfortable, excellent fuel economy, and stellar reliability, BUT...there was just no excitement whatsoever to that car.  I wanted some pizzazz.  A ride to put the thrill back into driving again.  I finally narrowed it down to the Challenger, going for the base SXT, which comes standard with everything I wanted.  Only extra on the car is one year sat radio, and I had the side and rear windows tinted.  Incredible value in this base car which I got into brand new for 22 and change with 0% APR.  This coupe has it all:  incredible retro styling, comfy well appointed interior, quiet smooth big car ride, gobs of power, a huge trunk, and a very usable rear seat.  I've had it for 2 months and 3400 miles now, nearly all of those miles hwy and I gotta tell you...this is one sweet ride that puts a grin on my face every time I get behind the wheel.  I find myself out in the garage all the time just admiring how it looks.  And I get compliments on it wherever I go.  Nobody ever had anything to say about my ho-hum Camry.  Fit and finish is impeccable, and everywhere I look there's some little extra that Dodge added to make this one special car, like the Challenger silhouette racing across the bottom of the windshield, or the carpeting on the back of the seat belt latches.  There's only a couple of things not offered that I'd like to see:  auto up windows and attachments for a cargo net in the trunk.Update 1/4/18:  Have a bit over 20,000 miles on the Challenger now.  Zero mechanical issues to date with total maintenance cost of $87.41 for 2 oil changes, no squeaks or rattles, mpg has improved over time (now getting 30+ mpg on the hwy).  Just a great looking,  very comfortable, and fun to drive car.  No regrets at all regards this purchase.Update 7/5/18:  25, 221 miles on the odometer.  Zero mechanical issues/maintenance costs since last update.  Love this car!",5.0,Dodge,Challenger,2016,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2016 Dodge Challenger 2dr Coupe RWD (6cyl)
477, on 02/28/16 05:18 AM (PST),Nate ,2016 Dodge Challenger Coupe SXT 2dr Coupe (3.6L 6cyl 8A),A Helluva Car!!!!," Well after reading all of the reviews and listening how people were raving over there RT Plus, or Shakers, Hellcats etc, I decided to do a review on the SXT which is what I have. Not everyone can afford $40+k for a car, so I decided to go for the base model SXT in white, with Blacktop package, 20"" wheels, black aluminum rims, 8.4"" Uconnect with Nav, and premium speakers. First off for being the base model even with just a V6, it's awesome. The entire care is white and black which together go beautifully. But the fact that the car is white, rims, spoiler, stripes and fuel door are black, just makes it look amazing!!! Then you have the inside with the huge 8.4"" screen, the beautiful instrument cluster, awesome sound system, I mean you can't go wrong. Yeah it is just the base model with extra ad ons, but it suits me just fine!! I'm tired of reading all the reviews and how people are slamming the base model saying it doesn't offer much. BS!!!! For someone wanting a muscle car, but who is on a budget like myself, it's an awesome model to get, especially if you opt to get some of the ad ons like I did, which kept it at around $31k. The V6 engine at 305hp is nothing to be disappointed at, and realistically where are you gonna use more horsepower than that??? 305 gets the job done for me!!! I wish there was a way I could post pictures of my baby!!! She definitely gets a great deal of looks and compliments, and again, is only the base SXT model which I am extremely happy with!!!",5.0,Dodge,Challenger,2016,gasoline,305.0,6,AUTOMATIC,RWD,2,Large,Coupe,30,19,1851,29995,False,False,False,False,False,False,False,False,True,2016 Dodge Challenger 2dr Coupe RWD (6cyl)
478, on 05/11/18 15:40 PM (PDT),Melissa ,2007 Dodge Caliber Wagon R/T 4dr Wagon AWD (2.4L 4cyl CVT),Worst. Car. EVER.," If you're thinking about buying this car, read this first: RUN FOR THE HILLS AND NEVER COME BACK!!! This is the absolute worst car I've ever owned or even been in. Let's start from the top... It's extremely uncomfortable to be in for long periods of time. It's very loud to ride in - you can hear all the road noises and it almost sounds like the tires are bare even if they are brand new. The seat material is the WORST! They stain even from water, and they're just ugly colors. The whole interior design of this car is hideous, and really?? A cooler in the glove box?? How fat do we need to be, America, that you need a cooler for your canned sodas in your car? This car started stalling while driving or sitting at stoplights about a month into owning it. It also sputters if I filled the gas tank all the way up. I had to replace the engine mount TWICE - once before 100,000, and once at 150,000. I had to replace the cv joints after owning it for a year. If you go over a tiny speed bump it feels like you're driving a clown car going over really high railroad tracks. It's the most nauseating car to drive in or sit in. It has a hard time accelerating which is always fun going on the freeway. I'm not hard on my cars and had a Toyota Corolla and a Volvo that hit 200,000 and 350,000 miles, respectively. I bought this car because my Volvo went out and I needed something cheap immediately. Wow, what a mistake. Of course, I read the horrible reviews of this car after I bought it. There are people who think this car should have been recalled and I'm on that same boat. This is a wretched automobile that should have never been made. I bought a brand new Honda Civic and I'm never, ever going to buy an American car again. DON'T BUY THIS CAR!!!!",1.0,Dodge,Caliber,2010,gasoline,158.0,4,MANUAL,FWD,4,Compact,Wagon,31,23,1851,18740,True,False,False,False,False,False,False,False,False,2010 Dodge Caliber 4dr Wagon FWD (4cyl)
479, on 08/01/16 13:28 PM (PDT),Jessica ,2007 Dodge Caliber Wagon R/T 4dr Wagon AWD (2.4L 4cyl CVT),Been a mess to own...," This car has been a mess to own. My parents originally owned the car and had to pour almost $3000 in the last 3 years into this poor thing. We've replaced a good 3 or 4 batteries, a piston malfunctioned and cracked the cam shaft (that was 1500 right there), electronic throttle control went out (and its also starting to go out AGAIN), and a few other small things here and there. Now at the age of 18 I purchased the car from them so I could have it for college. Now i'm terrified to drive it. I've had a few times where the car won't even start because the electronic throttle control is acting up again, and when its not doing that the car really struggles to turn on sometimes. Acceleration is not too great either. I understand that it's not a huge truck and it doesn't have a huge engine, but its still pretty wimpy. Now the car is starting to make creaking sounds ALL the time, and with it being this car i'm not too surprised it's happening. The car is definitely comfy, has a nice interior, and gets great gas mileage...but I would never ever recommend anyone buy this car. It is not reliable. I'm looking to trade it in for a Toyota 4Runner ASAP.",3.0,Dodge,Caliber,2010,gasoline,158.0,4,MANUAL,FWD,4,Compact,Wagon,31,23,1851,18740,True,False,False,False,False,False,False,False,False,2010 Dodge Caliber 4dr Wagon FWD (4cyl)
480, on 09/07/10 16:10 PM (PDT),Jackie ,2007 Dodge Caliber Wagon R/T 4dr Wagon AWD (2.4L 4cyl CVT),"3 Years of Misery, Ready for trade in"," Things wrong since 06/22/07 to 9/7/10.  
1. Four sets of tires (awd is eating them) 
2. Sunroof replaced (still having closing issues) 
3. Rims replaced (clear coat peeled off, second set too) 
4. Both front lower ball joints replaced. 
5. Front speakers replaced. 
6. Passenger side door doesn't unlock when cold 
7. The emission light is on now, car bucks 
8. My left headlight blew out. Replaced and it blew out again. 
 The horn won't honk when you lock it anymore and the doors won't auto lock at 30 now either.  I now have to take this car to the dealer and pay out my rear to fix this with my warranty now over. Fix it then get rid of it. I always kept up-to date tune ups too :(  DON'T BUY THIS CAR!",2.0,Dodge,Caliber,2010,gasoline,158.0,4,MANUAL,FWD,4,Compact,Wagon,31,23,1851,18740,True,False,False,False,False,False,False,False,False,2010 Dodge Caliber 4dr Wagon FWD (4cyl)
481, on 03/29/06 13:42 PM (PST),Mike ,2006 Ferrari 612 Scaglietti Coupe F1 2dr Coupe (5.7L 12cyl 6AM),Not an everyday car," I just purchased this Black on Black with yellow stiching 612 and it is EXCELLENT! Peoples' jaws drop and heads are flying from all directions when I drive by. The exterior is great with side scallops which look great and lines that cut between the headlamps. The rear trunk has two additional storage compartments which is great. The interior is supperb with automatic climate control, automatic headlamps, rain sensing windshield wipers, electric seats, heated seats, electric mirrors, and rear seats are just as comfortable as the front ones. I warn you though this is not an everyday car, considering I payed over $300,000 dollars it. The steering mounted sport button is 10 times better than normal auto.",4.875,Ferrari,612 Scaglietti,2010,gasoline,532.0,12,AUTOMATED_MANUAL,RWD,2,Large,Coupe,16,9,2774,313088,False,False,True,False,False,True,False,False,False,2010 Ferrari 612 Scaglietti 2dr Coupe RWD (12cyl)
482, on 03/19/02 00:00 AM (PST),Cal ,2002 Ferrari 360 Convertible Spider 2dr Convertible (3.6L 8cyl 6M),Ferrari Drive," The Ferrari 360 is an excellent car the Exterior Design is the best, it looks like the car from the future and the speed of it and the sreering is excellent.",4.875,Ferrari,458 Italia,2013,gasoline,562.0,8,AUTOMATED_MANUAL,RWD,2,Compact,Convertible,17,13,2774,257412,False,False,True,False,False,True,False,False,False,2013 Ferrari 458 Italia 2dr Convertible RWD (8cyl)
483, on 07/25/05 14:06 PM (PDT),fred ,2005 Ferrari F430 Coupe F1 2dr Coupe (4.3L 8cyl 6AM),Cool car , The ferrari F430 is a new addition to my sports car colletion. It is very fast but not yet very comfortable.This is my 5th Ferrari to purchase since 2002. I defenently recommend this car.,5.0,Ferrari,458 Italia,2015,gasoline,562.0,8,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,17,13,2774,239340,False,False,True,False,False,True,False,False,False,2015 Ferrari 458 Italia 2dr Coupe RWD (8cyl)
484, on 11/14/05 22:17 PM (PST),John ,2005 Ferrari F430 Convertible F1 Spider 2dr Convertible (4.3L 8cyl 6AM),Are you kidding?," Though this is our first Ferrari, we underestimated what we were actually buying. Our F430 is far and away a better vehicle than either the Lamborghini Gallardo or the Porsche Carrera GT that we were able to drive. Special thanks to dealers that let 30 something millionaires drive before we buy. You earned our business!",5.0,Ferrari,458 Italia,2015,gasoline,562.0,8,AUTOMATED_MANUAL,RWD,2,Compact,Convertible,17,13,2774,263553,False,False,True,False,False,True,False,False,False,2015 Ferrari 458 Italia 2dr Convertible RWD (8cyl)
485, on 09/28/10 00:00 AM (PDT),Allan ,2001 Ferrari 456M Coupe GTA 2dr Coupe (5.5L 12cyl 4A),An actual owner," Driving a V-12 Ferrari feels like an event every time you get behind the wheel.  The sound, the tactile impression of the seats and all of the controls is very satisfying and the performance is stunning-lots of torque, effortless acceleration, perfectly balanced steering, cornering grip and powerful brakes, as you would expect.  But there are maddening quality issues that far cheaper cars solved decades ago: alarm sirens that die, motor mounts that need to be replaced, windows that don't fit properly and HVAC control surfaces that get sticky with age.",4.125,Ferrari,458 Italia,2013,gasoline,562.0,8,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,17,13,2774,233509,False,False,True,False,False,True,False,False,False,2013 Ferrari 458 Italia 2dr Coupe RWD (8cyl)
486, on 05/31/18 06:08 AM (PDT),BJ ,2017 FIAT 124 Spider Convertible Lusso 2dr Convertible (1.4L 4cyl Turbo 6M),"love this car, kid again!"," havin a blast! gotta remind myself to be careful because it takes off like a rocket and handles like its riding on rails. just purchased 2 months ago , so don't have any comments regarding durability or reliability but so far its great. would recommend for anyone havin a midlife crisis , lol.",5.0,FIAT,124 Spider,2017,gasoline,160.0,4,MANUAL,RWD,2,Compact,Convertible,35,26,819,27495,False,False,False,False,False,False,False,False,True,2017 FIAT 124 Spider 2dr Convertible RWD (4cyl)
487, on 11/09/17 17:58 PM (PST),Harry ,2017 FIAT 124 Spider Convertible Lusso 2dr Convertible (1.4L 4cyl Turbo 6M),Fun drive/eye-catching ride not w/o minor glitches," This vehicle is a lot of fun to drive and great to look at inside and out!  The seats are comfortable but a tight fit with just enough leg room for an average size person.  If you are really tall or maybe a little rotund, you are out of luck if you want to drive this car!  After driving this little convertible sports roadster over 2,000 miles, I have had a lot of smiles on my face but also a couple of frowns.  My vehicle came equipped with high performance three season tires which do perform very well when the temperature is above 40 deg. F, but if you live where winter temperatures dip below 40, you have to switch out these tires for all-season or snow tires... an extra expense.  Otherwise, it must be garaged during very cold wintry days.  I replaced the factory equipped tires with high performance all-season tires and they have performed very well for me even in the cold winter months.   Also, the instrument panel's outdoor temperature display at any outside temperatures is pretty much a joke.  It's response is very, very slow and you have to maintain a minimum speed for an extended period of time for it to properly function.  Finally, sometimes the automatic transmission is slow to shift but you do have the option to manually shift but no shift paddles on the Lusso trim.",4.0,FIAT,124 Spider,2017,gasoline,160.0,4,MANUAL,RWD,2,Compact,Convertible,35,26,819,27495,False,False,False,False,False,False,False,False,True,2017 FIAT 124 Spider 2dr Convertible RWD (4cyl)
488, on 06/19/17 23:00 PM (PDT),Bo ,2017 FIAT 124 Spider Convertible Lusso 2dr Convertible (1.4L 4cyl Turbo 6M),2017 Fiat Lusso 6auto," First off, this car is 75 to 80% Mazda Miata. However, the similarity ends there. The car has a longer nose and much better styling in my opinion.  The Fiat sounds and feels like a sports car.  The 6 speed auto is a Aisen product, which gives the car the ability to shift even faster than a 6 speed manual.  To be fair, the 6 speed auto is enough if you travel the daily freeway commute like me. While I have had the car for less than a week, my sportscar past is not nill.  My father owned a 1988 Mazda RX7 convertible. While the RX7 could take a corner without effort,  the Fiat still does the same but is a bit nose heavy. Why? The Fiat's engine is an iron block, placing more weight over the front wheels.  Yet,  the car takes the corners well.  I am still enjoying my commute, even though I had to give up a Prius Plug-in that gets 50-60 mpg and a free ride in the CA HOV lane.  Who cares, really when the Fiat is much more fun to drive and gets 31mpg on average.  It's your call, but why waste money on a more expensive BMW or Mercedes when you can get an excellent roadster out of the Fiat 124 Spider Lusso.  Have had the car now for six months with no issues.",5.0,FIAT,124 Spider,2017,gasoline,160.0,4,MANUAL,RWD,2,Compact,Convertible,35,26,819,27495,False,False,False,False,False,False,False,False,True,2017 FIAT 124 Spider 2dr Convertible RWD (4cyl)
489, on 08/11/16 13:17 PM (PDT),DJ ,2016 FIAT 500X SUV Easy 4dr SUV AWD (2.4L 4cyl 9A),Gets a lot of attention!," This car is actually fun to drive, and it gets a lot of attention, with people pointing at it!  It's pretty roomy in the front. The back is so-so. Great for kids or smaller people. I bought the 2.4 AWD. It hugs the road nicely. The auto shifting is a bit rough. It takes some time getting used to. The stereo rocks, and there are USB ports. It was very easy to sync the phone. The middle screen on the dash has a lot of computer ""stuff"" that you can program. IE-Alerts you when you are going a certain speed that you have set, outside temp, miles to empty etc. Plus you can have it show digitally MPH (The speedometer to the left of that screen actually is the ""old school"" 20, 30, 40 etc with the lines for each 5MPH increment. All in all I give it a 4. I would give it a 5, but it's a bit slow pulling into traffic. It doesn't ""lag"", however. It slowly but steadily increases in speed. It's a quiet ride, and once you hit 70+ MPH it's very smooth. I like it! THUMBS UP.",4.0,FIAT,500X,2016,gasoline,180.0,4,AUTOMATIC,AWD,4,Compact,SUV,30,21,819,24635,False,True,False,False,False,False,False,False,False,2016 FIAT 500X 4dr SUV AWD (4cyl)
490, on 08/08/18 13:38 PM (PDT),Tony ,2018 FIAT 500X SUV Pop 4dr SUV AWD (2.4L 4cyl 9A),Fiat pop, Initial quality and overall performance of car is excellent. Ride and appeal much better than expected. Truly a fun car to drive and very functional.,4.0,FIAT,500X,2017,gasoline,180.0,4,AUTOMATIC,AWD,4,Compact,SUV,29,21,819,27035,False,True,False,False,False,False,False,False,False,2017 FIAT 500X 4dr SUV AWD (4cyl)
491, on 04/25/17 08:44 AM (PDT),Richard ,2016 FIAT 500L Wagon Easy 4dr Wagon (1.4L 4cyl Turbo 6M),"A Great Car, ignore the ratings and reviews !!!!"," This car has true Italian Styling. It is very comfortable with plenty of room. Although a little sluggish with the automatic, you have the option of changing gears yourself that gives your 500L a lot of kick. Handling should get great ratings from anyone. I have had mine for over a year and trouble-free. I also love the room in the back. If you are looking for a great car that is roomy, versatile and looks great....the 500L is it.",5.0,FIAT,500L,2016,gasoline,160.0,4,MANUAL,FWD,4,Compact,Wagon,33,25,819,21880,True,False,False,False,False,False,False,False,False,2016 FIAT 500L 4dr Wagon FWD (4cyl)
492, on 03/29/17 19:33 PM (PDT),Scott ,2015 FIAT 500L Wagon Easy 4dr Wagon (1.4L 4cyl Turbo 6M),Best Kept Secret," Really do not understand the negative press reviews for this car.  This is my second FIAT, trading up from the 500 to the 500L.  I've come to the conclusion that people in this country reject things that are different or unique.  The design of the 500L is ingenious - for its size it has amazing interior volume.  The ride is very comfortable and it has a great seating position, sitting higher than many crossovers.  I'm not sure why the press reviews say the car is under-powered. The engine is turbocharged and - at least in mine - when I hit the pedal that car MOVES!  It handles quite well and is fun to drive, even for as tall as it is.  Most reviewers have highly criticized the looks of the 500L but I have only gotten nice compliments on it.  With all those windows, the high seating position, and spotter mirrors on both sides, all around visibility is amazing!  FIAT has some quirky features and design elements, but I think they make the car all that more appealing.  Some of the interior trim could be nicer, but most cars today are filled with hard plastics - most of the hard plastic surfaces are slightly textured, so I don't think they look cheap.  I have almost 20,000 miles on mine and aside from routine maintenance, the only issue I've had was with a rattle in the back (fixed by the dealer on the first visit).  FIAT stands behind their products with an impressive 4 year/50,000 mile warranty, too.  On one hand, it is a shame this car doesn't sell better, but I have never been one to drive what everyone else is driving, so I like driving what I consider to be the best keep secret out there!  I would absolutely but another one without any hesitation.  Do yourself a favor - ignore the press critics and focus on the reviews of people who drive these cars day in and day out.",5.0,FIAT,500L,2015,gasoline,160.0,4,MANUAL,FWD,4,Compact,Wagon,33,25,819,19345,True,False,False,False,False,False,False,False,False,2015 FIAT 500L 4dr Wagon FWD (4cyl)
