carId,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,City Preference,Highway Preference,Vehicle_Title_Partial
454,Ford,Crown Victoria,2011,flex-fuel,239,8,AUTOMATIC,RWD,4,Large,Sedan,24,16,5657,29905,False,False,False,False,False,False,False,False,False,False,True,2011 Ford Crown Victoria Sedan
455,Chevrolet,Cruze Limited,2016,gasoline,138,4,MANUAL,FWD,4,Midsize,Sedan,42,28,1385,20195,True,False,False,False,False,False,False,False,False,True,False,2016 Chevrolet Cruze Limited Sedan
456,Chevrolet,Cruze,2015,gasoline,138,4,MANUAL,FWD,4,Midsize,Sedan,36,25,1385,16170,True,False,False,False,False,False,False,False,False,True,False,2015 Chevrolet Cruze Sedan
457,Chevrolet,Cruze,2015,diesel,148,4,AUTOMATIC,FWD,4,Midsize,Sedan,46,27,1385,25660,False,False,False,False,False,False,False,False,False,True,False,2015 Chevrolet Cruze Sedan
458,Chevrolet,Cruze,2016,gasoline,153,4,AUTOMATIC,FWD,4,Midsize,Sedan,42,30,1385,19120,True,False,False,False,False,False,False,False,False,True,False,2016 Chevrolet Cruze Sedan
459,Chevrolet,Cruze,2017,gasoline,153,4,AUTOMATIC,FWD,4,Compact,Hatchback,38,29,1385,21920,False,False,False,False,True,False,False,False,False,True,False,2017 Chevrolet Cruze Hatchback
460,Chevrolet,Cruze,2017,gasoline,153,4,AUTOMATIC,FWD,4,Midsize,Sedan,40,30,1385,21450,True,False,False,False,False,False,False,False,False,True,False,2017 Chevrolet Cruze Sedan
461,Lexus,CT 200h,2015,gasoline,134,4,AUTOMATIC,FWD,4,Compact,Hatchback,40,43,454,32200,False,False,False,False,True,False,True,True,False,True,False,2015 Lexus CT 200h Hatchback
462,Lexus,CT 200h,2016,gasoline,134,4,AUTOMATIC,FWD,4,Compact,Hatchback,40,43,454,31250,False,False,False,False,True,False,True,True,False,True,False,2016 Lexus CT 200h Hatchback
463,Lexus,CT 200h,2017,gasoline,134,4,AUTOMATIC,FWD,4,Compact,Hatchback,40,43,454,31250,False,False,False,False,True,False,True,True,False,True,False,2017 Lexus CT 200h Hatchback
464,Cadillac,CT6,2016,gasoline,265,4,AUTOMATIC,RWD,4,Large,Sedan,31,22,1624,58395,False,False,False,False,False,False,False,True,False,True,False,2016 Cadillac CT6 Sedan
465,Cadillac,CT6,2017,gasoline,404,6,AUTOMATIC,AWD,4,Large,Sedan,26,18,1624,64395,False,False,False,False,False,True,False,True,False,False,True,2017 Cadillac CT6 Sedan
466,Cadillac,CTS Coupe,2012,gasoline,318,6,AUTOMATIC,AWD,2,Midsize,Coupe,27,18,1624,40615,False,False,False,False,False,False,False,True,True,False,True,2012 Cadillac CTS Coupe Coupe
467,Cadillac,CTS Coupe,2013,gasoline,318,6,AUTOMATIC,AWD,2,Midsize,Coupe,27,18,1624,40805,False,False,False,False,False,False,False,True,True,False,True,2013 Cadillac CTS Coupe Coupe
468,Cadillac,CTS Coupe,2014,gasoline,318,6,AUTOMATIC,RWD,2,Midsize,Coupe,27,18,1624,39495,False,False,False,False,False,False,False,True,True,False,True,2014 Cadillac CTS Coupe Coupe
469,Cadillac,CTS-V Coupe,2013,gasoline,556,8,MANUAL,RWD,2,Midsize,Coupe,19,14,1624,63215,False,False,False,True,False,True,False,True,False,False,True,2013 Cadillac CTS-V Coupe Coupe
470,Cadillac,CTS-V Coupe,2014,gasoline,556,8,MANUAL,RWD,2,Midsize,Coupe,19,14,1624,63600,False,False,False,True,False,True,False,True,False,False,True,2014 Cadillac CTS-V Coupe Coupe
471,Cadillac,CTS-V Coupe,2015,gasoline,556,8,MANUAL,RWD,2,Midsize,Coupe,19,14,1624,69900,False,False,False,True,False,True,False,True,False,False,True,2015 Cadillac CTS-V Coupe Coupe
472,Cadillac,CTS-V Wagon,2012,gasoline,556,8,MANUAL,RWD,4,Midsize,Wagon,19,14,1624,63215,False,False,False,True,False,True,False,True,False,False,True,2012 Cadillac CTS-V Wagon Wagon
473,Cadillac,CTS-V Wagon,2013,gasoline,556,8,MANUAL,RWD,4,Midsize,Wagon,19,14,1624,63215,False,False,False,True,False,True,False,True,False,False,True,2013 Cadillac CTS-V Wagon Wagon
474,Cadillac,CTS-V Wagon,2014,gasoline,556,8,MANUAL,RWD,4,Midsize,Wagon,19,14,1624,63600,False,False,False,True,False,True,False,True,False,False,True,2014 Cadillac CTS-V Wagon Wagon
475,Cadillac,CTS-V,2014,gasoline,556,8,MANUAL,RWD,4,Midsize,Sedan,19,14,1624,63600,False,False,False,True,False,True,False,True,False,False,True,2014 Cadillac CTS-V Sedan
476,Cadillac,CTS-V,2016,gasoline,640,8,AUTOMATIC,RWD,4,Large,Sedan,21,14,1624,83995,False,False,False,True,False,True,False,True,False,False,True,2016 Cadillac CTS-V Sedan
477,Cadillac,CTS-V,2017,gasoline,640,8,AUTOMATIC,RWD,4,Large,Sedan,21,14,1624,85995,False,False,False,True,False,True,False,True,False,False,True,2017 Cadillac CTS-V Sedan
478,Cadillac,CTS Wagon,2012,gasoline,270,6,AUTOMATIC,RWD,4,Midsize,Wagon,27,18,1624,39015,False,False,False,False,False,False,False,True,False,False,True,2012 Cadillac CTS Wagon Wagon
479,Cadillac,CTS Wagon,2013,gasoline,318,6,AUTOMATIC,RWD,4,Midsize,Wagon,26,18,1624,44190,False,False,False,False,False,False,False,True,True,False,True,2013 Cadillac CTS Wagon Wagon
480,Cadillac,CTS Wagon,2014,gasoline,318,6,AUTOMATIC,RWD,4,Midsize,Wagon,26,18,1624,49795,False,False,False,False,False,False,False,True,True,False,True,2014 Cadillac CTS Wagon Wagon
481,Cadillac,CTS,2015,flex-fuel,321,6,AUTOMATIC,AWD,4,Large,Sedan,26,18,1624,54970,False,False,False,False,False,False,False,True,True,False,True,2015 Cadillac CTS Sedan
482,Cadillac,CTS,2015,gasoline,272,4,AUTOMATIC,RWD,4,Large,Sedan,30,20,1624,51270,False,False,False,False,False,False,False,True,True,False,True,2015 Cadillac CTS Sedan
483,Cadillac,CTS,2016,gasoline,335,6,AUTOMATIC,RWD,4,Large,Sedan,30,20,1624,58285,False,False,False,False,False,True,False,True,False,False,True,2016 Cadillac CTS Sedan
484,Cadillac,CTS,2017,gasoline,335,6,AUTOMATIC,AWD,4,Large,Sedan,27,19,1624,61195,False,False,False,False,False,False,False,True,True,False,True,2017 Cadillac CTS Sedan
485,Nissan,Cube,2012,gasoline,122,4,MANUAL,FWD,4,Compact,Wagon,30,25,2009,14980,True,False,False,False,False,False,False,False,False,True,False,2012 Nissan Cube Wagon
486,Nissan,Cube,2013,gasoline,122,4,MANUAL,FWD,4,Compact,Wagon,30,25,2009,16760,True,False,False,False,False,False,False,False,False,True,False,2013 Nissan Cube Wagon
487,Nissan,Cube,2014,gasoline,122,4,AUTOMATIC,FWD,4,Compact,Wagon,31,27,2009,19000,True,False,False,False,False,False,False,False,False,True,False,2014 Nissan Cube Wagon
488,Mazda,CX-3,2016,gasoline,146,4,AUTOMATIC,FWD,4,Compact,SUV,35,29,586,19960,False,True,False,False,False,False,False,False,False,True,False,2016 Mazda CX-3 SUV
489,Mazda,CX-3,2017,gasoline,146,4,AUTOMATIC,FWD,4,Compact,SUV,34,29,586,24990,False,True,False,False,False,False,False,False,False,True,False,2017 Mazda CX-3 SUV
490,Mazda,CX-5,2014,gasoline,155,4,AUTOMATIC,FWD,4,Midsize,SUV,32,26,586,22795,False,True,False,False,False,False,False,False,False,True,False,2014 Mazda CX-5 SUV
491,Mazda,CX-5,2015,gasoline,184,4,AUTOMATIC,FWD,4,Midsize,SUV,32,25,586,27970,False,True,False,False,False,False,False,False,False,True,False,2015 Mazda CX-5 SUV
492,Mazda,CX-5,2015,gasoline,155,4,MANUAL,FWD,4,Midsize,SUV,35,26,586,21545,False,True,False,False,False,False,False,False,False,True,False,2015 Mazda CX-5 SUV
493,Mazda,CX-5,2016,gasoline,155,4,MANUAL,FWD,4,Midsize,SUV,35,26,586,21795,False,True,False,False,False,False,False,False,False,True,False,2016 Mazda CX-5 SUV
494,Mazda,CX-5,2016,gasoline,184,4,AUTOMATIC,AWD,4,Midsize,SUV,30,24,586,26465,False,True,False,False,False,False,False,False,False,True,False,2016 Mazda CX-5 SUV
495,Mazda,CX-7,2010,gasoline,244,4,AUTOMATIC,FWD,4,Midsize,SUV,25,18,586,25950,False,True,False,False,False,False,False,False,False,False,True,2010 Mazda CX-7 SUV
496,Mazda,CX-7,2011,gasoline,244,4,AUTOMATIC,AWD,4,Midsize,SUV,21,17,586,33340,False,True,False,False,False,False,False,False,False,False,True,2011 Mazda CX-7 SUV
497,Mazda,CX-7,2012,gasoline,244,4,AUTOMATIC,FWD,4,Midsize,SUV,24,18,586,26455,False,True,False,False,False,False,False,False,False,False,True,2012 Mazda CX-7 SUV
498,Mazda,CX-9,2014,gasoline,273,6,AUTOMATIC,AWD,4,Large,SUV,22,16,586,31575,False,True,False,False,False,False,False,False,False,False,True,2014 Mazda CX-9 SUV
499,Mazda,CX-9,2015,gasoline,273,6,AUTOMATIC,FWD,4,Large,SUV,24,17,586,35035,False,True,False,False,False,False,False,False,True,False,True,2015 Mazda CX-9 SUV
500,Mazda,CX-9,2016,gasoline,227,4,AUTOMATIC,FWD,4,Large,SUV,28,22,586,35970,False,True,False,False,False,False,False,False,False,True,False,2016 Mazda CX-9 SUV
501,Dodge,Dakota,2010,gasoline,210,6,AUTOMATIC,RWD,4,Compact,Pickup,20,15,1851,26325,False,False,False,False,False,False,False,False,False,False,True,2010 Dodge Dakota Pickup
502,Dodge,Dakota,2010,flex-fuel,302,8,AUTOMATIC,4WD,4,Compact,Pickup,19,14,1851,31365,False,False,False,False,False,False,False,False,False,False,True,2010 Dodge Dakota Pickup
503,Dodge,Dart,2014,gasoline,160,4,MANUAL,FWD,4,Midsize,Sedan,36,25,1851,16495,True,False,False,False,False,False,False,False,False,True,False,2014 Dodge Dart Sedan
504,Dodge,Dart,2014,gasoline,184,4,AUTOMATIC,FWD,4,Midsize,Sedan,35,23,1851,22995,True,False,False,False,False,False,False,False,False,True,False,2014 Dodge Dart Sedan
505,Dodge,Dart,2015,gasoline,184,4,MANUAL,FWD,4,Midsize,Sedan,33,23,1851,21645,True,False,False,False,False,False,False,False,False,True,False,2015 Dodge Dart Sedan
506,Dodge,Dart,2016,gasoline,160,4,MANUAL,FWD,4,Midsize,Sedan,39,27,1851,19495,True,False,False,False,False,False,False,False,False,True,False,2016 Dodge Dart Sedan
507,Dodge,Dart,2016,gasoline,184,4,AUTOMATIC,FWD,4,Midsize,Sedan,35,23,1851,24395,True,False,False,False,False,False,False,False,False,True,False,2016 Dodge Dart Sedan
508,Rolls-Royce,Dawn,2016,gasoline,563,12,AUTOMATIC,RWD,2,Large,Convertible,19,12,86,335000,False,False,True,False,False,True,False,True,False,False,True,2016 Rolls-Royce Dawn Convertible
509,Aston Martin,DB9 GT,2016,gasoline,540,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,235307,False,False,True,False,False,True,False,False,False,False,True,2016 Aston Martin DB9 GT Coupe
510,Aston Martin,DB9 GT,2016,gasoline,540,12,AUTOMATIC,RWD,2,Midsize,Convertible,19,13,259,213250,False,False,True,False,False,True,False,False,False,False,True,2016 Aston Martin DB9 GT Convertible
511,Aston Martin,DB9,2013,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Convertible,19,13,259,198700,False,False,True,False,False,True,False,False,False,False,True,2013 Aston Martin DB9 Convertible
512,Aston Martin,DB9,2013,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,183700,False,False,True,False,False,True,False,False,False,False,True,2013 Aston Martin DB9 Coupe
513,Aston Martin,DB9,2014,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Convertible,19,13,259,200800,False,False,True,False,False,True,False,False,False,False,True,2014 Aston Martin DB9 Convertible
514,Aston Martin,DB9,2014,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,185800,False,False,True,False,False,True,False,False,False,False,True,2014 Aston Martin DB9 Coupe
515,Aston Martin,DB9,2015,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,198295,False,False,True,False,False,True,False,False,False,False,True,2015 Aston Martin DB9 Coupe
516,Aston Martin,DB9,2015,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Convertible,19,13,259,203295,False,False,True,False,False,True,False,False,False,False,True,2015 Aston Martin DB9 Convertible
517,Aston Martin,DBS,2010,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Convertible,18,12,259,283900,False,False,True,False,False,True,False,False,False,False,True,2010 Aston Martin DBS Convertible
518,Aston Martin,DBS,2010,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,18,12,259,270400,False,False,True,False,False,True,False,False,False,False,True,2010 Aston Martin DBS Coupe
519,Aston Martin,DBS,2011,gasoline,510,12,MANUAL,RWD,2,Midsize,Convertible,17,11,259,282295,False,False,True,True,False,True,False,False,False,False,True,2011 Aston Martin DBS Convertible
520,Aston Martin,DBS,2011,gasoline,510,12,MANUAL,RWD,2,Midsize,Coupe,17,11,259,268660,False,False,True,True,False,True,False,False,False,False,True,2011 Aston Martin DBS Coupe
521,Aston Martin,DBS,2012,gasoline,510,12,MANUAL,RWD,2,Midsize,Convertible,17,11,259,295987,False,False,True,False,False,True,False,False,False,False,True,2012 Aston Martin DBS Convertible
522,Aston Martin,DBS,2012,gasoline,510,12,AUTOMATIC,RWD,2,Midsize,Coupe,18,12,259,275861,False,False,True,False,False,True,False,False,False,False,True,2012 Aston Martin DBS Coupe
523,Land Rover,Discovery Sport,2015,gasoline,240,4,AUTOMATIC,AWD,4,Midsize,SUV,26,20,258,37070,False,True,False,False,False,False,False,True,False,False,True,2015 Land Rover Discovery Sport SUV
524,Land Rover,Discovery Sport,2016,gasoline,240,4,AUTOMATIC,AWD,4,Midsize,SUV,26,20,258,41955,False,True,False,False,False,False,False,True,False,False,True,2016 Land Rover Discovery Sport SUV
525,Land Rover,Discovery Sport,2017,gasoline,240,4,AUTOMATIC,AWD,4,Midsize,SUV,25,20,258,46595,False,True,False,False,False,False,False,True,False,False,True,2017 Land Rover Discovery Sport SUV
526,Cadillac,DTS,2010,gasoline,275,8,AUTOMATIC,FWD,4,Large,Sedan,23,15,1624,46280,False,False,False,False,False,False,False,True,False,False,True,2010 Cadillac DTS Sedan
527,Cadillac,DTS,2011,gasoline,292,8,AUTOMATIC,FWD,4,Large,Sedan,23,15,1624,59875,False,False,False,False,False,False,False,True,False,False,True,2011 Cadillac DTS Sedan
528,Dodge,Durango,2015,gasoline,290,6,AUTOMATIC,RWD,4,Large,SUV,25,18,1851,36895,False,True,False,False,False,False,False,False,True,False,True,2015 Dodge Durango SUV
529,Dodge,Durango,2016,gasoline,360,8,AUTOMATIC,RWD,4,Large,SUV,22,14,1851,41995,False,True,False,False,False,False,False,False,True,False,True,2016 Dodge Durango SUV
530,Dodge,Durango,2017,gasoline,295,6,AUTOMATIC,RWD,4,Large,SUV,26,19,1851,37495,False,True,False,False,False,False,False,False,True,False,True,2017 Dodge Durango SUV
531,Mercedes-Benz,E-Class,2015,gasoline,329,6,AUTOMATIC,AWD,2,Midsize,Coupe,28,20,617,55850,False,False,False,False,False,False,False,True,True,False,True,2015 Mercedes-Benz E-Class Coupe
532,Mercedes-Benz,E-Class,2015,gasoline,550,8,AUTOMATIC,AWD,4,Midsize,Sedan,23,16,617,93600,False,False,False,True,False,True,False,True,False,False,True,2015 Mercedes-Benz E-Class Sedan
533,Mercedes-Benz,E-Class,2015,gasoline,302,6,AUTOMATIC,AWD,4,Midsize,Wagon,27,20,617,59000,False,False,False,False,False,False,False,True,True,False,True,2015 Mercedes-Benz E-Class Wagon
534,Mercedes-Benz,E-Class,2015,diesel,195,4,AUTOMATIC,AWD,4,Midsize,Sedan,38,27,617,54300,False,False,False,False,False,False,False,True,False,True,False,2015 Mercedes-Benz E-Class Sedan
535,Mercedes-Benz,E-Class,2015,gasoline,402,8,AUTOMATIC,RWD,2,Midsize,Convertible,26,17,617,67750,False,False,False,False,False,True,False,True,False,False,True,2015 Mercedes-Benz E-Class Convertible
536,Mercedes-Benz,E-Class,2016,gasoline,329,6,AUTOMATIC,RWD,4,Midsize,Sedan,29,20,617,63100,False,False,False,False,False,False,False,True,True,False,True,2016 Mercedes-Benz E-Class Sedan
537,Mercedes-Benz,E-Class,2016,gasoline,302,6,AUTOMATIC,AWD,4,Midsize,Wagon,27,20,617,59900,False,False,False,False,False,False,False,True,True,False,True,2016 Mercedes-Benz E-Class Wagon
538,Mercedes-Benz,E-Class,2016,diesel,195,4,AUTOMATIC,AWD,4,Midsize,Sedan,38,27,617,55150,False,False,False,False,False,False,False,True,False,True,False,2016 Mercedes-Benz E-Class Sedan
539,Mercedes-Benz,E-Class,2016,gasoline,329,6,AUTOMATIC,RWD,2,Midsize,Coupe,29,20,617,54200,False,False,False,False,False,False,False,True,True,False,True,2016 Mercedes-Benz E-Class Coupe
540,Mercedes-Benz,E-Class,2016,gasoline,329,6,AUTOMATIC,RWD,2,Midsize,Convertible,29,20,617,62250,False,False,False,False,False,False,False,True,True,False,True,2016 Mercedes-Benz E-Class Convertible
541,Mercedes-Benz,E-Class,2017,gasoline,329,6,AUTOMATIC,RWD,2,Midsize,Convertible,29,20,617,62600,False,False,False,False,False,False,False,True,True,False,True,2017 Mercedes-Benz E-Class Convertible
542,Mercedes-Benz,E-Class,2017,gasoline,241,4,AUTOMATIC,AWD,4,Midsize,Sedan,29,22,617,54650,False,False,False,False,False,False,False,True,False,True,False,2017 Mercedes-Benz E-Class Sedan
543,Mercedes-Benz,E-Class,2017,gasoline,329,6,AUTOMATIC,AWD,2,Midsize,Coupe,28,20,617,57050,False,False,False,False,False,False,False,True,True,False,True,2017 Mercedes-Benz E-Class Coupe
544,Volkswagen,e-Golf,2015,electric,115,0,DIRECT_DRIVE,FWD,4,Compact,Hatchback,105,126,873,33450,False,False,False,False,True,False,False,False,False,True,False,2015 Volkswagen e-Golf Hatchback
545,Volkswagen,e-Golf,2016,electric,115,0,DIRECT_DRIVE,FWD,4,Compact,Hatchback,105,126,873,28995,False,False,False,False,True,False,False,False,False,True,False,2016 Volkswagen e-Golf Hatchback
546,Mitsubishi,Eclipse Spyder,2010,gasoline,162,4,AUTOMATIC,FWD,2,Compact,Convertible,26,19,436,27799,True,False,False,False,False,False,False,False,False,False,True,2010 Mitsubishi Eclipse Spyder Convertible
547,Mitsubishi,Eclipse Spyder,2011,gasoline,265,6,AUTOMATIC,FWD,2,Compact,Convertible,24,16,436,32599,False,False,False,False,False,False,False,False,True,False,True,2011 Mitsubishi Eclipse Spyder Convertible
548,Mitsubishi,Eclipse Spyder,2012,gasoline,162,4,AUTOMATIC,FWD,2,Compact,Convertible,27,20,436,28299,True,False,False,False,False,False,False,False,False,False,True,2012 Mitsubishi Eclipse Spyder Convertible
549,Mitsubishi,Eclipse,2010,gasoline,162,4,AUTOMATIC,FWD,2,Compact,Hatchback,27,20,436,24699,False,False,False,False,True,False,False,False,False,False,True,2010 Mitsubishi Eclipse Hatchback
550,Mitsubishi,Eclipse,2011,gasoline,162,4,AUTOMATIC,FWD,2,Compact,Hatchback,28,20,436,24699,False,False,False,False,True,False,False,False,False,False,True,2011 Mitsubishi Eclipse Hatchback
551,Mitsubishi,Eclipse,2012,gasoline,162,4,MANUAL,FWD,2,Compact,Hatchback,28,20,436,19499,False,False,False,False,True,False,False,False,False,False,True,2012 Mitsubishi Eclipse Hatchback
552,Ford,Edge,2015,gasoline,245,4,AUTOMATIC,AWD,4,Midsize,SUV,28,20,5657,30095,False,True,False,False,False,False,False,False,False,False,True,2015 Ford Edge SUV
553,Ford,Edge,2016,gasoline,245,4,AUTOMATIC,FWD,4,Midsize,SUV,30,20,5657,28700,False,True,False,False,False,False,False,False,False,False,True,2016 Ford Edge SUV
554,Ford,Edge,2017,gasoline,245,4,AUTOMATIC,FWD,4,Midsize,SUV,29,21,5657,28950,False,True,False,False,False,False,False,False,False,False,True,2017 Ford Edge SUV
555,Hyundai,Elantra Coupe,2013,gasoline,145,4,AUTOMATIC,FWD,2,Compact,Coupe,37,27,1439,18595,True,False,False,False,False,False,False,False,False,True,False,2013 Hyundai Elantra Coupe Coupe
556,Hyundai,Elantra Coupe,2013,gasoline,148,4,MANUAL,FWD,2,Compact,Coupe,38,28,1439,19895,True,False,False,False,False,False,False,False,False,True,False,2013 Hyundai Elantra Coupe Coupe
557,Hyundai,Elantra Coupe,2014,gasoline,166,4,AUTOMATIC,FWD,2,Compact,Coupe,34,24,1439,19600,True,False,False,False,False,False,False,False,False,True,False,2014 Hyundai Elantra Coupe Coupe
558,Hyundai,Elantra GT,2015,gasoline,173,4,AUTOMATIC,FWD,4,Compact,Hatchback,33,24,1439,19800,False,False,False,False,True,False,False,False,True,True,False,2015 Hyundai Elantra GT Hatchback
559,Hyundai,Elantra GT,2016,gasoline,173,4,MANUAL,FWD,4,Compact,Hatchback,33,24,1439,18800,False,False,False,False,True,False,False,False,True,True,False,2016 Hyundai Elantra GT Hatchback
560,Hyundai,Elantra GT,2017,gasoline,173,4,MANUAL,FWD,4,Compact,Hatchback,32,24,1439,18800,False,False,False,False,True,False,False,False,True,True,False,2017 Hyundai Elantra GT Hatchback
561,Hyundai,Elantra Touring,2010,gasoline,138,4,AUTOMATIC,FWD,4,Compact,Hatchback,30,23,1439,17195,False,False,False,False,True,False,False,False,False,True,False,2010 Hyundai Elantra Touring Hatchback
562,Hyundai,Elantra Touring,2011,gasoline,138,4,MANUAL,FWD,4,Compact,Hatchback,31,23,1439,15995,False,False,False,False,True,False,False,False,False,True,False,2011 Hyundai Elantra Touring Hatchback
563,Hyundai,Elantra Touring,2012,gasoline,138,4,AUTOMATIC,FWD,4,Compact,Hatchback,30,23,1439,17195,False,False,False,False,True,False,False,False,False,True,False,2012 Hyundai Elantra Touring Hatchback
564,Hyundai,Elantra,2015,gasoline,173,4,AUTOMATIC,FWD,4,Compact,Sedan,35,24,1439,22600,True,False,False,False,False,False,False,False,False,True,False,2015 Hyundai Elantra Sedan
565,Hyundai,Elantra,2015,gasoline,145,4,MANUAL,FWD,4,Compact,Sedan,37,27,1439,17250,True,False,False,False,False,False,False,False,False,True,False,2015 Hyundai Elantra Sedan
566,Hyundai,Elantra,2016,gasoline,173,4,AUTOMATIC,FWD,4,Compact,Sedan,35,24,1439,21250,False,False,False,False,False,False,False,False,True,True,False,2016 Hyundai Elantra Sedan
567,Hyundai,Elantra,2017,gasoline,147,4,AUTOMATIC,FWD,4,Compact,Sedan,38,29,1439,18150,True,False,False,False,False,False,False,False,False,True,False,2017 Hyundai Elantra Sedan
568,Hyundai,Elantra,2017,gasoline,128,4,AUTOMATED_MANUAL,FWD,4,Compact,Sedan,40,32,1439,20650,True,False,False,False,False,False,False,False,False,True,False,2017 Hyundai Elantra Sedan
569,Honda,Element,2010,gasoline,166,4,AUTOMATIC,AWD,4,Compact,SUV,24,19,2202,23885,False,True,False,False,False,False,False,False,False,False,True,2010 Honda Element SUV
570,Honda,Element,2011,gasoline,166,4,AUTOMATIC,AWD,4,Compact,SUV,24,19,2202,24185,False,True,False,False,False,False,False,False,False,False,True,2011 Honda Element SUV
571,Lotus,Elise,2010,gasoline,189,4,MANUAL,RWD,2,Compact,Convertible,27,21,613,47250,False,False,True,False,False,True,False,False,False,False,True,2010 Lotus Elise Convertible
572,Lotus,Elise,2011,gasoline,189,4,MANUAL,RWD,2,Compact,Convertible,27,21,613,51845,False,False,True,False,False,True,False,False,False,False,True,2011 Lotus Elise Convertible
573,Buick,Enclave,2015,gasoline,288,6,AUTOMATIC,AWD,4,Midsize,SUV,22,16,155,49305,False,True,False,False,False,False,False,False,False,False,True,2015 Buick Enclave SUV
574,Buick,Enclave,2016,gasoline,288,6,AUTOMATIC,FWD,4,Midsize,SUV,22,15,155,43660,False,True,False,False,False,False,False,False,False,False,True,2016 Buick Enclave SUV
575,Buick,Enclave,2017,gasoline,288,6,AUTOMATIC,FWD,4,Midsize,SUV,22,15,155,39065,False,True,False,False,False,False,False,False,False,False,True,2017 Buick Enclave SUV
576,Buick,Encore,2015,gasoline,138,4,AUTOMATIC,AWD,4,Compact,SUV,30,23,155,29450,False,True,False,False,False,False,False,False,False,True,False,2015 Buick Encore SUV
577,Buick,Encore,2016,gasoline,138,4,AUTOMATIC,AWD,4,Compact,SUV,30,23,155,31285,False,True,False,False,False,False,False,False,False,True,False,2016 Buick Encore SUV
578,Buick,Encore,2017,gasoline,138,4,AUTOMATIC,AWD,4,Compact,SUV,30,24,155,31965,False,True,False,False,False,False,False,False,False,True,False,2017 Buick Encore SUV
579,Mitsubishi,Endeavor,2010,gasoline,225,6,AUTOMATIC,FWD,4,Midsize,SUV,21,15,436,29999,False,True,False,False,False,False,False,False,False,False,True,2010 Mitsubishi Endeavor SUV
580,Mitsubishi,Endeavor,2011,gasoline,225,6,AUTOMATIC,FWD,4,Midsize,SUV,21,15,436,28299,False,True,False,False,False,False,False,False,False,False,True,2011 Mitsubishi Endeavor SUV
581,Buick,Envision,2016,gasoline,252,4,AUTOMATIC,AWD,4,Midsize,SUV,26,20,155,42070,False,True,False,False,False,False,False,False,False,False,True,2016 Buick Envision SUV
582,Buick,Envision,2017,flex-fuel,197,4,AUTOMATIC,AWD,4,Midsize,SUV,28,21,155,39570,False,True,False,False,False,False,False,False,False,False,True,2017 Buick Envision SUV
583,Buick,Envision,2017,gasoline,252,4,AUTOMATIC,AWD,4,Midsize,SUV,26,20,155,44960,False,True,False,False,False,False,False,False,False,False,True,2017 Buick Envision SUV
584,Volkswagen,Eos,2014,gasoline,200,4,AUTOMATED_MANUAL,FWD,2,Compact,Convertible,30,22,873,38325,True,False,False,False,False,False,False,False,False,True,False,2014 Volkswagen Eos Convertible
585,Volkswagen,Eos,2015,gasoline,200,4,AUTOMATED_MANUAL,FWD,2,Compact,Convertible,30,22,873,39545,True,False,False,False,False,False,False,False,False,True,False,2015 Volkswagen Eos Convertible
586,Volkswagen,Eos,2016,gasoline,200,4,AUTOMATED_MANUAL,FWD,2,Compact,Convertible,30,22,873,31995,True,False,False,False,False,False,False,False,False,True,False,2016 Volkswagen Eos Convertible
587,Suzuki,Equator,2010,gasoline,152,4,AUTOMATIC,RWD,4,Compact,Pickup,22,17,481,22075,True,False,False,False,False,False,False,False,False,False,True,2010 Suzuki Equator Pickup
588,Suzuki,Equator,2011,gasoline,261,6,AUTOMATIC,4WD,4,Compact,Pickup,19,14,481,25979,True,False,False,False,False,False,False,False,False,False,True,2011 Suzuki Equator Pickup
589,Suzuki,Equator,2011,gasoline,152,4,MANUAL,RWD,4,Compact,Pickup,23,19,481,17595,True,False,False,False,False,False,False,False,False,False,True,2011 Suzuki Equator Pickup
590,Suzuki,Equator,2012,gasoline,152,4,MANUAL,RWD,4,Compact,Pickup,23,19,481,19299,True,False,False,False,False,False,False,False,False,False,True,2012 Suzuki Equator Pickup
591,Suzuki,Equator,2012,gasoline,261,6,AUTOMATIC,4WD,4,Compact,Pickup,19,15,481,28699,True,False,False,False,False,False,False,False,False,False,True,2012 Suzuki Equator Pickup
592,Chevrolet,Equinox,2015,gasoline,182,4,AUTOMATIC,AWD,4,Compact,SUV,29,20,1385,26270,False,True,False,False,False,False,False,False,False,False,True,2015 Chevrolet Equinox SUV
593,Chevrolet,Equinox,2016,gasoline,182,4,AUTOMATIC,FWD,4,Compact,SUV,32,22,1385,22600,False,True,False,False,False,False,False,False,False,True,False,2016 Chevrolet Equinox SUV
